wikidata	wikidatalink	source_page	instance_of	part_of	subclass_of	eu	eu_wikipedia	es	es_wikipedia	en	en_wikipedia	fr	fr_wikipedia	it	it_wikipedia	de	de_wikipedia	pt	pt_wikipedia	ca	ca_wikipedia	cs	cs_wikipedia
Q878123	https://wikidata.org/wiki/Q878123	Racing			https://wikidata.org/wiki/Q13406554, https://wikidata.org/wiki/Q349, https://wikidata.org/wiki/Q2312410	lasterketa		carrera	https://es.wikipedia.org/wiki/Carrera (competición)	racing	https://en.wikipedia.org/wiki/Racing	course		gara di velocità		Rennen		corrida	https://pt.wikipedia.org/wiki/Corrida	cursa	https://ca.wikipedia.org/wiki/Cursa	závodění	https://cs.wikipedia.org/wiki/Závod	
Q1501	https://wikidata.org/wiki/Q1501	Swimming_pool			https://wikidata.org/wiki/Q1076486, https://wikidata.org/wiki/Q12004466	Igerileku	https://eu.wikipedia.org/wiki/Igerileku	piscina	https://es.wikipedia.org/wiki/Piscina	swimming pool	https://en.wikipedia.org/wiki/Swimming pool	piscine	https://fr.wikipedia.org/wiki/Piscine	piscina	https://it.wikipedia.org/wiki/Piscina	Schwimmbecken	https://de.wikipedia.org/wiki/Schwimmbecken	piscina	https://pt.wikipedia.org/wiki/Piscina	piscina	https://ca.wikipedia.org/wiki/Piscina	plavecký bazén	https://cs.wikipedia.org/wiki/Bazén	
Q212434	https://wikidata.org/wiki/Q212434	Olympic_sports		https://wikidata.org/wiki/Q5389, https://wikidata.org/wiki/Q31629	https://wikidata.org/wiki/Q349, https://wikidata.org/wiki/Q51031626	kirol olinpiko	https://eu.wikipedia.org/wiki/Kirol olinpiko	deporte olímpico	https://es.wikipedia.org/wiki/Deportes olímpicos	Olympic sport	https://en.wikipedia.org/wiki/Olympic sports	sport olympique	https://fr.wikipedia.org/wiki/Sports olympiques	sport olimpico	https://it.wikipedia.org/wiki/Sport olimpici	olympische Sportart	https://de.wikipedia.org/wiki/Olympische Sportarten	desporto olímpico	https://pt.wikipedia.org/wiki/Desporto olímpico	esport olímpic	https://ca.wikipedia.org/wiki/Esports olímpics	olympijský sport		
Q245249	https://wikidata.org/wiki/Q245249	Butterfly_stroke		https://wikidata.org/wiki/Q2312410	https://wikidata.org/wiki/Q1154385	Tximeleta era	https://eu.wikipedia.org/wiki/Tximeleta era (igeriketa)	Estilo mariposa	https://es.wikipedia.org/wiki/Estilo mariposa	butterfly stroke	https://en.wikipedia.org/wiki/Butterfly stroke	papillon	https://fr.wikipedia.org/wiki/Papillon (natation)	farfalla	https://it.wikipedia.org/wiki/Delfino (nuoto)	Schmetterlingsschwimmen	https://de.wikipedia.org/wiki/Schmetterlingsschwimmen	borboleta	https://pt.wikipedia.org/wiki/Borboleta (natação)	papallona		motýlek	https://cs.wikipedia.org/wiki/Motýlek (plavání)	
Q275115	https://wikidata.org/wiki/Q275115	Backstroke		https://wikidata.org/wiki/Q2312410	https://wikidata.org/wiki/Q1154385	Bizkar-igeriketa	https://eu.wikipedia.org/wiki/Bizkar-igeriketa	Estilo espalda	https://es.wikipedia.org/wiki/Estilo espalda	backstroke	https://en.wikipedia.org/wiki/Backstroke	dos	https://fr.wikipedia.org/wiki/Dos (natation)	dorso	https://it.wikipedia.org/wiki/Dorso (nuoto)	Rückenschwimmen	https://de.wikipedia.org/wiki/Rückenschwimmen	costas	https://pt.wikipedia.org/wiki/Costas (natação)	esquena		znak	https://cs.wikipedia.org/wiki/Znak (plavání)	
Q326163	https://wikidata.org/wiki/Q326163	Breaststroke		https://wikidata.org/wiki/Q2312410	https://wikidata.org/wiki/Q1154385	Bular-igeriketa	https://eu.wikipedia.org/wiki/Bular-igeriketa	Estilo braza	https://es.wikipedia.org/wiki/Estilo braza	breaststroke	https://en.wikipedia.org/wiki/Breaststroke	brasse	https://fr.wikipedia.org/wiki/Brasse (natation)	rana	https://it.wikipedia.org/wiki/Rana (nuoto)	Brustschwimmen	https://de.wikipedia.org/wiki/Brustschwimmen	bruços	https://pt.wikipedia.org/wiki/Bruços (natação)	braça		prsa	https://cs.wikipedia.org/wiki/Prsa (plavání)	
Q31987	https://wikidata.org/wiki/Q31987	Freestyle_swimming		https://wikidata.org/wiki/Q2312410	https://wikidata.org/wiki/Q31920					freestyle swimming	https://en.wikipedia.org/wiki/Freestyle swimming	nage libre	https://fr.wikipedia.org/wiki/Nage libre	stile libero	https://it.wikipedia.org/wiki/Stile libero	Freistilschwimmen	https://de.wikipedia.org/wiki/Freistilschwimmen	estilo livre		natació lliure		volný způsob	https://cs.wikipedia.org/wiki/Volný způsob	
-1	https://wikidata.org/wiki/-1	Individual_medley																						
Q327742	https://wikidata.org/wiki/Q327742	Relay_race			https://wikidata.org/wiki/Q216048	Errelebo-lasterketa	https://eu.wikipedia.org/wiki/Errelebo-lasterketa	carrera de relevos	https://es.wikipedia.org/wiki/Carreras de relevos	relay race	https://en.wikipedia.org/wiki/Relay race	course de relais	https://fr.wikipedia.org/wiki/Course de relais	staffetta	https://it.wikipedia.org/wiki/Staffetta	Staffellauf	https://de.wikipedia.org/wiki/Staffellauf	estafeta		Cursa de relleus	https://ca.wikipedia.org/wiki/Cursa de relleus	štafeta	https://cs.wikipedia.org/wiki/Štafeta	
Q212989	https://wikidata.org/wiki/Q212989	Swimsuit			https://wikidata.org/wiki/Q7223116	Bainujantzi	https://eu.wikipedia.org/wiki/Bainujantzi	traje de baño	https://es.wikipedia.org/wiki/Traje de baño	swimsuit	https://en.wikipedia.org/wiki/Swimsuit	maillot de bain	https://fr.wikipedia.org/wiki/Maillot de bain	costume da bagno	https://it.wikipedia.org/wiki/Costume da bagno	Badebekleidung	https://de.wikipedia.org/wiki/Badebekleidung	traje de banho	https://pt.wikipedia.org/wiki/Traje de banho	banyador	https://ca.wikipedia.org/wiki/Banyador	plavky	https://cs.wikipedia.org/wiki/Plavky	
Q499574	https://wikidata.org/wiki/Q499574	Tendinitis		https://wikidata.org/wiki/Q112193867, https://wikidata.org/wiki/Q112965645	https://wikidata.org/wiki/Q1682583, https://wikidata.org/wiki/Q1433212, https://wikidata.org/wiki/Q112193769	tendinitis	https://eu.wikipedia.org/wiki/Tendinitis	tendinitis	https://es.wikipedia.org/wiki/Tendinitis	tendinitis	https://en.wikipedia.org/wiki/Tendinitis	tendinite	https://fr.wikipedia.org/wiki/Tendinopathie	tendinite	https://it.wikipedia.org/wiki/Tendinite	Tendinitis	https://de.wikipedia.org/wiki/Tendinitis	tendinite	https://pt.wikipedia.org/wiki/Tendinite	tendinitis	https://ca.wikipedia.org/wiki/Tendinitis	tendinitida		
Q5868957	https://wikidata.org/wiki/Q5868957	History_of_swimming		https://wikidata.org/wiki/Q17524420						history of swimming	https://en.wikipedia.org/wiki/History of swimming					Geschichte des Schwimmsportes								
Q747392	https://wikidata.org/wiki/Q747392	Hero_and_Leander		https://wikidata.org/wiki/Q28061934				Hero y Leandro	https://es.wikipedia.org/wiki/Hero y Leandro	Hero and Leander	https://en.wikipedia.org/wiki/Hero and Leander	Héro et Léandre	https://fr.wikipedia.org/wiki/Héro et Léandre	Ero e Leandro	https://it.wikipedia.org/wiki/Ero e Leandro	Hero und Leander	https://de.wikipedia.org/wiki/Hero und Leander	Hero e Leandro	https://pt.wikipedia.org/wiki/Hero e Leandro	Hero	https://ca.wikipedia.org/wiki/Hero i Leandre	Héro a Leandros	https://cs.wikipedia.org/wiki/Héro a Leandros	
-1	https://wikidata.org/wiki/-1	Hellespont																						
Q559929	https://wikidata.org/wiki/Q559929	Bernard_Picart		https://wikidata.org/wiki/Q5				Bernard Picart	https://es.wikipedia.org/wiki/Bernard Picart	Bernard Picart	https://en.wikipedia.org/wiki/Bernard Picart	Bernard Picart	https://fr.wikipedia.org/wiki/Bernard Picart	Bernard Picart	https://it.wikipedia.org/wiki/Bernard Picart	Bernard Picart	https://de.wikipedia.org/wiki/Bernard Picart	Bernard Picart	https://pt.wikipedia.org/wiki/Bernard Picart	Bernard Picart		Bernard Picart		
Q11759	https://wikidata.org/wiki/Q11759	Stone_Age		https://wikidata.org/wiki/Q25445, https://wikidata.org/wiki/Q11756, https://wikidata.org/wiki/Q15401699, https://wikidata.org/wiki/Q200325, https://wikidata.org/wiki/Q26907166		Harri Aroa	https://eu.wikipedia.org/wiki/Harri Aroa	Edad de Piedra	https://es.wikipedia.org/wiki/Edad de Piedra	Stone Age	https://en.wikipedia.org/wiki/Stone Age	âge de la pierre	https://fr.wikipedia.org/wiki/Âge de la pierre	età della pietra	https://it.wikipedia.org/wiki/Età della pietra	Steinzeit	https://de.wikipedia.org/wiki/Steinzeit	Idade da Pedra	https://pt.wikipedia.org/wiki/Idade da Pedra	edat de pedra	https://ca.wikipedia.org/wiki/Edat de pedra	doba kamenná	https://cs.wikipedia.org/wiki/Doba kamenná	
Q8275	https://wikidata.org/wiki/Q8275	Iliad		https://wikidata.org/wiki/Q114708303, https://wikidata.org/wiki/Q7725634, https://wikidata.org/wiki/Q37484, https://wikidata.org/wiki/Q7099402		Iliada	https://eu.wikipedia.org/wiki/Iliada	Ilíada	https://es.wikipedia.org/wiki/Ilíada	Iliad	https://en.wikipedia.org/wiki/Iliad	Iliade	https://fr.wikipedia.org/wiki/Iliade	Iliade	https://it.wikipedia.org/wiki/Iliade	Ilias	https://de.wikipedia.org/wiki/Ilias	Ilíada	https://pt.wikipedia.org/wiki/Ilíada	Ilíada	https://ca.wikipedia.org/wiki/Ilíada	Ilias	https://cs.wikipedia.org/wiki/Ilias	
Q35160	https://wikidata.org/wiki/Q35160	Odyssey		https://wikidata.org/wiki/Q114708303, https://wikidata.org/wiki/Q37484, https://wikidata.org/wiki/Q7725634		Odisea	https://eu.wikipedia.org/wiki/Odisea	Odisea	https://es.wikipedia.org/wiki/Odisea	Odyssey	https://en.wikipedia.org/wiki/Odyssey	Odyssée	https://fr.wikipedia.org/wiki/Odyssée	Odissea	https://it.wikipedia.org/wiki/Odissea	Odyssee	https://de.wikipedia.org/wiki/Odyssee	Odisseia	https://pt.wikipedia.org/wiki/Odisseia	Odissea	https://ca.wikipedia.org/wiki/Odissea	Odysseia	https://cs.wikipedia.org/wiki/Odysseia	
Q1845	https://wikidata.org/wiki/Q1845	Bible		https://wikidata.org/wiki/Q179461	https://wikidata.org/wiki/Q7725634, https://wikidata.org/wiki/Q192906, https://wikidata.org/wiki/Q179461	Biblia	https://eu.wikipedia.org/wiki/Biblia	Biblia	https://es.wikipedia.org/wiki/Biblia	Bible	https://en.wikipedia.org/wiki/Bible	Bible	https://fr.wikipedia.org/wiki/Bible	Bibbia	https://it.wikipedia.org/wiki/Bibbia	Bibel	https://de.wikipedia.org/wiki/Bibel	Bíblia	https://pt.wikipedia.org/wiki/Bíblia	Bíblia	https://ca.wikipedia.org/wiki/Bíblia	Bible	https://cs.wikipedia.org/wiki/Bible	
Q48328	https://wikidata.org/wiki/Q48328	Beowulf		https://wikidata.org/wiki/Q1227468, https://wikidata.org/wiki/Q37484		Beowulf	https://eu.wikipedia.org/wiki/Beowulf	Beowulf	https://es.wikipedia.org/wiki/Beowulf	Beowulf	https://en.wikipedia.org/wiki/Beowulf	Beowulf	https://fr.wikipedia.org/wiki/Beowulf	Beowulf	https://it.wikipedia.org/wiki/Beowulf	Beowulf	https://de.wikipedia.org/wiki/Beowulf	Beowulf	https://pt.wikipedia.org/wiki/Beowulf	Beowulf	https://ca.wikipedia.org/wiki/Beowulf	Beowulf	https://cs.wikipedia.org/wiki/Beowulf	
Q428	https://wikidata.org/wiki/Q428	Quran		https://wikidata.org/wiki/Q179461, https://wikidata.org/wiki/Q17032468	https://wikidata.org/wiki/Q7725634, https://wikidata.org/wiki/Q192906, https://wikidata.org/wiki/Q2640329	Koran	https://eu.wikipedia.org/wiki/Korana	Corán	https://es.wikipedia.org/wiki/Corán	The Qur’an	https://en.wikipedia.org/wiki/Quran	Coran	https://fr.wikipedia.org/wiki/Coran	Corano	https://it.wikipedia.org/wiki/Corano	Koran	https://de.wikipedia.org/wiki/Koran	Alcorão	https://pt.wikipedia.org/wiki/Alcorão	Alcorà	https://ca.wikipedia.org/wiki/Alcorà	Korán	https://cs.wikipedia.org/wiki/Korán	
-1	https://wikidata.org/wiki/-1	British_Swimming_(organisation)																						
Q84	https://wikidata.org/wiki/Q84	London		https://wikidata.org/wiki/Q200250, https://wikidata.org/wiki/Q1066984, https://wikidata.org/wiki/Q515, https://wikidata.org/wiki/Q1637706, https://wikidata.org/wiki/Q208511, https://wikidata.org/wiki/Q5119, https://wikidata.org/wiki/Q174844, https://wikidata.org/wiki/Q51929311		Londres	https://eu.wikipedia.org/wiki/Londres	Londres	https://es.wikipedia.org/wiki/Londres	London	https://en.wikipedia.org/wiki/London	Londres	https://fr.wikipedia.org/wiki/Londres	Londra	https://it.wikipedia.org/wiki/Londra	London	https://de.wikipedia.org/wiki/London	Londres	https://pt.wikipedia.org/wiki/Londres	Londres	https://ca.wikipedia.org/wiki/Londres	Londýn	https://cs.wikipedia.org/wiki/Londýn	
-1	https://wikidata.org/wiki/-1	Amateur_Swimming_Association																						
Q964345	https://wikidata.org/wiki/Q964345	Matthew_Webb		https://wikidata.org/wiki/Q5				Matthew Webb	https://es.wikipedia.org/wiki/Matthew Webb	Matthew Webb	https://en.wikipedia.org/wiki/Matthew Webb	Matthew Webb	https://fr.wikipedia.org/wiki/Matthew Webb	Matthew Webb	https://it.wikipedia.org/wiki/Matthew Webb	Matthew Webb	https://de.wikipedia.org/wiki/Matthew Webb	Matthew Webb	https://pt.wikipedia.org/wiki/Matthew Webb	Matthew Webb		Matthew Webb	https://cs.wikipedia.org/wiki/Matthew Webb	
Q34640	https://wikidata.org/wiki/Q34640	English_Channel		https://wikidata.org/wiki/Q350134, https://wikidata.org/wiki/Q37901, https://wikidata.org/wiki/Q165		Mantxako kanala	https://eu.wikipedia.org/wiki/Mantxako kanala	canal de la Mancha	https://es.wikipedia.org/wiki/Canal de la Mancha	English Channel	https://en.wikipedia.org/wiki/English Channel	Manche	https://fr.wikipedia.org/wiki/Manche (mer)	la Manica	https://it.wikipedia.org/wiki/La Manica	Ärmelkanal	https://de.wikipedia.org/wiki/Ärmelkanal	Canal da Mancha	https://pt.wikipedia.org/wiki/Canal da Mancha	canal de la Mànega	https://ca.wikipedia.org/wiki/Canal de la Mànega	Lamanšský průliv	https://cs.wikipedia.org/wiki/Lamanšský průliv	
Q36747	https://wikidata.org/wiki/Q36747	Indigenous_peoples_of_the_Americas		https://wikidata.org/wiki/Q41710, https://wikidata.org/wiki/Q851990, https://wikidata.org/wiki/Q16334295	https://wikidata.org/wiki/Q103817, https://wikidata.org/wiki/Q2384959	Amerindiar	https://eu.wikipedia.org/wiki/Amerindiar	indígenas de América	https://es.wikipedia.org/wiki/Indígenas de América	indigenous peoples of the Americas	https://en.wikipedia.org/wiki/Indigenous peoples of the Americas	autochtones d’Amérique	https://fr.wikipedia.org/wiki/Autochtones d'Amérique	nativi americani	https://it.wikipedia.org/wiki/Nativi americani	Indianer	https://de.wikipedia.org/wiki/Indianer	indígena nativo americano	https://pt.wikipedia.org/wiki/Povos ameríndios	pobles indígenes d'Amèrica	https://ca.wikipedia.org/wiki/Pobles indígenes d'Amèrica	Indiáni	https://cs.wikipedia.org/wiki/Indiáni	
-1	https://wikidata.org/wiki/-1	Trudgeon																						
Q183	https://wikidata.org/wiki/Q183	Germany		https://wikidata.org/wiki/Q27496, https://wikidata.org/wiki/Q27509, https://wikidata.org/wiki/Q458, https://wikidata.org/wiki/Q8932, https://wikidata.org/wiki/Q3624078, https://wikidata.org/wiki/Q43702, https://wikidata.org/wiki/Q7270, https://wikidata.org/wiki/Q619610, https://wikidata.org/wiki/Q4209223, https://wikidata.org/wiki/Q63791824, https://wikidata.org/wiki/Q6256, https://wikidata.org/wiki/Q113489728		Alemania	https://eu.wikipedia.org/wiki/Alemania	Alemania	https://es.wikipedia.org/wiki/Alemania	Germany	https://en.wikipedia.org/wiki/Germany	Allemagne	https://fr.wikipedia.org/wiki/Allemagne	Germania	https://it.wikipedia.org/wiki/Germania	Deutschland	https://de.wikipedia.org/wiki/Deutschland	Alemanha	https://pt.wikipedia.org/wiki/Alemanha	Alemanya	https://ca.wikipedia.org/wiki/Alemanya	Německo	https://cs.wikipedia.org/wiki/Německo	
Q142	https://wikidata.org/wiki/Q142	France		https://wikidata.org/wiki/Q27496, https://wikidata.org/wiki/Q1849394, https://wikidata.org/wiki/Q458, https://wikidata.org/wiki/Q8932, https://wikidata.org/wiki/Q3624078, https://wikidata.org/wiki/Q20181813, https://wikidata.org/wiki/Q51576574, https://wikidata.org/wiki/Q7270, https://wikidata.org/wiki/Q6256, https://wikidata.org/wiki/Q113489728		Frantzia	https://eu.wikipedia.org/wiki/Frantzia	Francia	https://es.wikipedia.org/wiki/Francia	France	https://en.wikipedia.org/wiki/France	France	https://fr.wikipedia.org/wiki/France	Francia	https://it.wikipedia.org/wiki/Francia	Frankreich	https://de.wikipedia.org/wiki/Frankreich	França	https://pt.wikipedia.org/wiki/França	França	https://ca.wikipedia.org/wiki/França	Francie	https://cs.wikipedia.org/wiki/Francie	
Q28	https://wikidata.org/wiki/Q28	Hungary		https://wikidata.org/wiki/Q458, https://wikidata.org/wiki/Q8932, https://wikidata.org/wiki/Q3624078, https://wikidata.org/wiki/Q123480, https://wikidata.org/wiki/Q6256, https://wikidata.org/wiki/Q113489728		Hungaria	https://eu.wikipedia.org/wiki/Hungaria	Hungría	https://es.wikipedia.org/wiki/Hungría	Hungary	https://en.wikipedia.org/wiki/Hungary	Hongrie	https://fr.wikipedia.org/wiki/Hongrie	Ungheria	https://it.wikipedia.org/wiki/Ungheria	Ungarn	https://de.wikipedia.org/wiki/Ungarn	Hungria	https://pt.wikipedia.org/wiki/Hungria	Hongria	https://ca.wikipedia.org/wiki/Hongria	Maďarsko	https://cs.wikipedia.org/wiki/Maďarsko	
Q1741	https://wikidata.org/wiki/Q1741	Vienna		https://wikidata.org/wiki/Q257391, https://wikidata.org/wiki/Q262882, https://wikidata.org/wiki/Q261543, https://wikidata.org/wiki/Q200250, https://wikidata.org/wiki/Q1637706, https://wikidata.org/wiki/Q171441, https://wikidata.org/wiki/Q133442, https://wikidata.org/wiki/Q667509, https://wikidata.org/wiki/Q5119, https://wikidata.org/wiki/Q51929311, https://wikidata.org/wiki/Q769628		Viena	https://eu.wikipedia.org/wiki/Viena	Viena	https://es.wikipedia.org/wiki/Viena	Vienna	https://en.wikipedia.org/wiki/Vienna	Vienne	https://fr.wikipedia.org/wiki/Vienne (Autriche)	Vienna	https://it.wikipedia.org/wiki/Vienna	Wien	https://de.wikipedia.org/wiki/Wien	Viena	https://pt.wikipedia.org/wiki/Viena	Viena	https://ca.wikipedia.org/wiki/Viena	Vídeň	https://cs.wikipedia.org/wiki/Vídeň	
Q22	https://wikidata.org/wiki/Q22	Scotland		https://wikidata.org/wiki/Q236626, https://wikidata.org/wiki/Q3336843, https://wikidata.org/wiki/Q6266		Eskozia	https://eu.wikipedia.org/wiki/Eskozia	Escocia	https://es.wikipedia.org/wiki/Escocia	Scotland	https://en.wikipedia.org/wiki/Scotland	Écosse	https://fr.wikipedia.org/wiki/Écosse	Scozia	https://it.wikipedia.org/wiki/Scozia	Schottland	https://de.wikipedia.org/wiki/Schottland	Escócia	https://pt.wikipedia.org/wiki/Escócia	Escòcia	https://ca.wikipedia.org/wiki/Escòcia	Skotsko	https://cs.wikipedia.org/wiki/Skotsko	
-1	https://wikidata.org/wiki/-1	Cavill_family_(swimming)																						
Q6642017	https://wikidata.org/wiki/Q6642017	List_of_swimming_competitions		https://wikidata.org/wiki/Q13406463						list of swimming competitions	https://en.wikipedia.org/wiki/List of swimming competitions													
